,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
2555,I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6
2929,I,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11
1517,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
4053,F,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
3379,I,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8
2183,M,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6
2169,I,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
1922,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
2692,M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9
2719,I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5
58,I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
3318,M,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4
1862,I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8
3641,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9
1617,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8
917,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7
2438,F,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16
3591,F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
2026,F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
1596,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7
312,M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19
2909,F,0.58,0.45,0.15,0.92,0.393,0.212,0.2895,9
2627,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5
2626,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
796,M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
1580,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
217,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
2230,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
801,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10
2948,F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8
854,M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
1463,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
2857,M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
2153,I,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5
2925,I,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,10
2041,I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8
571,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14
3197,I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7
3,M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
3071,F,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11
3525,I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6
3378,M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8
290,M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
3567,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
2851,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
1522,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
2305,F,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
2490,M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
1982,M,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
3025,I,0.495,0.33,0.1,0.44,0.177,0.095,0.15,7
1181,F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
3661,I,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10
2588,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
2578,M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9
2987,M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
2197,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
749,M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
1136,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7
3118,M,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8
3772,M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9
1593,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8
1893,I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
3912,I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15
93,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
496,F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
1103,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
2590,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8
3744,I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5
3695,F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10
3603,I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7
2242,F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
2450,F,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10
2589,M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7
3616,M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
1361,F,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9
3820,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
18,M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7
1222,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
3756,I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
3403,I,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9
1533,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6
2994,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
1045,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
1276,I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8
390,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
3925,F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
3588,M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12
3598,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
265,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
429,F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
444,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
2801,M,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,10
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
2820,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6
4128,M,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
3268,M,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11
1323,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
2595,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11
640,M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
1755,F,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7
3960,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
1682,I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11
962,I,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8
1062,I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5
1080,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
4080,I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
3625,F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
3324,I,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12
1879,I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
1721,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
2038,I,0.28,0.215,0.08,0.132,0.072,0.022,0.033,5
1535,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6
3473,I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4
2795,M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12
3254,F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7
3207,I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
1913,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
2419,F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
4022,M,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11
3851,M,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10
706,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
2674,M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9
870,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
1220,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
2376,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
2293,I,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6
3949,F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13
76,M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9
2976,I,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,8
4148,M,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11
1394,M,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
595,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13
173,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
67,F,0.595,0.495,0.185,1.285,0.416,0.224,0.485,13
2375,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
981,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
1737,F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
1834,I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7
784,I,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
3290,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
3127,F,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,9
2149,M,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7
4161,F,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11
3863,F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
2940,M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
262,M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
2049,I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8
590,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
2386,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
2643,I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8
3327,I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16
2842,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
655,M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7
4,I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7
882,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
1169,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
1260,I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9
1996,I,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
2717,I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6
2238,I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8
2661,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
3622,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
3208,I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9
2234,F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
2180,F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
1995,I,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6
3653,I,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9
3034,M,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
605,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
3875,M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9
1987,I,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
1205,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
740,M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14
3489,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
2354,M,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
2383,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
755,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13
2314,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
576,I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
3154,M,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
3919,I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
2162,F,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11
3280,M,0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24
3373,M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19
3706,F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
2155,M,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
3975,I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6
1881,I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6
2127,I,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7
3529,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6
1904,F,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9
1670,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
3993,M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
3130,M,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11
4098,F,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9
3799,F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11
2832,F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
4097,M,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9
762,F,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17
2200,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
2862,M,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10
325,I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7
2628,I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5
824,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
154,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12
3922,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
1496,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
1712,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10
1289,I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8
1990,I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7
529,M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9
2304,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11
2455,I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
40,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
2350,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12
2748,I,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9
3667,F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
3398,M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9
3002,M,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10
779,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
2099,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
442,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19
3195,F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
3063,F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
1586,I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10
435,M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
1412,F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10
38,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
1612,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9
3808,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
1610,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8
1346,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
1574,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8
742,F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14
235,I,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9
3962,F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
3132,F,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
3837,I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
2905,M,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,8
921,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5
1345,M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10
1968,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12
583,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
1099,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7
424,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
484,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
303,M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
3375,F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10
3594,F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
2424,M,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6
1310,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
2146,M,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
959,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
1050,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
4043,F,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,8
567,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
4124,I,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8
367,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
2894,I,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,11
4142,M,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
3148,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12
1611,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
3119,F,0.525,0.4,0.135,0.714,0.318,0.138,0.208,10
2649,M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
2886,M,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
3665,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9
2053,M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7
2772,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10
3108,I,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7
3393,M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10
3911,I,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10
140,F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10
385,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9
1788,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
2184,I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
3466,M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
1369,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
1161,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
2107,F,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
2715,I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6
3041,M,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
3758,I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
3427,M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13
3645,I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9
3579,F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9
2725,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8
1122,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
2576,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
468,F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17
1407,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
2468,F,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8
3523,I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4
350,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
2755,F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10
1832,I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
1238,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
3735,M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
1507,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
3826,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
2257,M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
239,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
713,M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8
1425,F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
858,F,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10
1233,I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
437,I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14
3201,F,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6
2275,M,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20
1018,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
592,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
3605,I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8
2017,M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
1907,F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9
2024,M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
1032,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
218,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
2683,M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11
363,F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
2733,I,0.415,0.335,0.1,0.358,0.169,0.067,0.105,7
727,F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
1650,I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11
206,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
2042,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8
3211,F,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
2077,F,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8
2581,F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6
2244,I,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11
3244,F,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19
3614,M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11
2454,I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5
1506,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
1627,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
3026,I,0.495,0.375,0.115,0.507,0.241,0.103,0.15,8
524,M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
1175,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
3762,I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8
2473,F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14
3954,M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
223,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
584,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
2603,F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9
2277,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
3702,F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
916,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
2902,I,0.56,0.435,0.13,0.777,0.354,0.173,0.222,9
3371,M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
2308,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
1489,F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11
115,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
3774,I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
2950,M,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11
4088,M,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9
1352,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
3752,I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
887,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
418,F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16
3560,M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10
1760,F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,11
2973,M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
1747,F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15
2312,I,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8
472,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
2711,I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
1374,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
2763,I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,10
3219,M,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16
4157,M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
3277,F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15
1871,I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9
1867,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
3763,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
579,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
3264,F,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
3345,F,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12
626,F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
2528,F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9
2323,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
3366,M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5
625,F,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12
